275.5,466.5
384.0,759.5
335.5,410.5
513.0,742.5
569.5,747.5
595.5,751.5
643.5,758.5
666.0,762.0
628.5,476.0
752.5,779.0
790.0,779.5
805.5,776.5
835.0,769.5
850.5,767.0
876.5,767.0
897.0,768.5
912.5,770.5
931.0,773.5
953.5,776.5
965.5,776.5
988.0,778.0
1008.0,777.5
813.0,776.5
815.5,774.0
1032.5,774.0
1041.0,773.5
1051.5,775.0
1055.0,774.0
1063.5,775.0
1068.0,776.5
1065.5,777.5
1064.0,779.5
1059.0,778.5
1058.5,779.0
831.5,778.5
831.5,778.0
834.0,777.5
1060.5,777.5
832.5,777.5
1060.5,777.5
1059.5,776.5
1060.5,777.5
1061.5,777.0
1061.5,777.5
1062.5,777.0
1060.5,777.5
1059.5,777.0
1057.5,777.5
1056.5,777.5
1056.5,778.5
1058.5,777.5
1060.5,777.5
1062.5,776.5
1067.5,776.5
1071.5,776.5
1077.0,776.5
1082.5,776.5
1086.5,777.5
1088.5,777.5
1091.5,776.5
1092.5,777.0
1094.0,777.5
1094.0,777.5
1093.5,778.5
1094.0,777.5
1093.0,778.0
1092.5,778.0
1090.5,778.5
1104.5,779.0
1084.5,780.0
1080.0,779.5
1075.5,779.5
1074.5,779.5
1071.5,780.5
1068.5,784.0
1078.5,788.5
1073.5,792.0
1062.5,796.5
1067.0,801.0
1066.0,801.5
1058.5,805.0
1056.0,808.5
1054.5,810.5
1052.5,813.0
1051.0,816.5
1049.5,817.5
1048.0,818.5
1048.5,818.5
1048.0,818.0
1049.5,816.0
1050.5,811.5
1052.5,804.0
1067.5,796.0
1057.5,787.0
1061.0,780.5
1062.5,777.5
1065.5,774.0
1067.5,774.0
1069.5,774.0
1073.5,775.0
1076.5,775.5
1078.5,776.5
1080.5,776.5
1081.5,776.5
1081.5,776.5
1080.5,779.5
1067.0,496.5
1075.0,794.0
1076.0,796.0
1085.5,477.5
1080.5,446.5
1083.5,401.0
1082.5,385.0
1104.0,722.0
1106.0,722.0
1083.0,385.0
1086.5,400.0
1118.0,468.5
1088.0,475.5
1119.0,789.5
1124.0,789.5
1136.0,783.0
1140.0,780.0
1149.5,775.5
1153.0,775.5
1154.5,775.5
1152.0,776.5
1147.5,775.5
1147.0,776.5
1140.5,776.5
1137.0,777.0
1130.5,777.0
1127.0,777.0
1124.5,777.0
1123.5,777.0
1123.5,777.0
1123.5,777.0
1125.5,777.0
1126.5,777.0
1127.0,777.0
1128.0,777.0
1127.0,778.0
1127.0,778.0
1125.0,781.5
1122.5,784.5
1121.5,786.5
1119.5,789.5
1116.0,791.0
1113.5,793.5
1109.0,798.5
1104.5,803.0
1106.0,802.0
1111.0,495.0
1113.5,430.5
1109.5,358.0
1146.5,711.0
1150.0,706.0
1126.5,708.0
1153.0,728.5
1130.0,405.5
1132.0,463.0
1129.5,493.5
1123.5,793.0
1131.0,794.0
1139.5,787.5
1143.5,783.0
1158.5,777.5
1156.0,776.0
1152.5,776.5
1150.0,777.0
1139.5,777.0
1140.5,777.0
1142.5,777.0
1137.5,777.0
1131.5,777.0
1126.0,778.0
1125.0,778.0
1123.5,778.0
1124.0,778.0
1126.5,778.5
1126.5,779.0
1128.5,780.0
1129.0,780.0
1131.0,780.0
1131.5,780.0
1131.0,782.5
1129.0,785.0
1121.5,791.0
1119.0,793.0
1113.5,500.0
1118.0,477.0
1133.5,750.0
1115.0,404.0
1139.0,728.0
1140.0,726.5
1111.0,389.0
1118.0,402.0
1126.0,445.5
1118.0,468.5
1142.0,786.5
1138.0,787.5
1147.0,783.5
1148.5,780.0
1149.0,775.5
1149.0,774.0
1149.0,777.0
1147.5,777.0
1145.5,777.0
1147.5,777.0
1150.0,777.0
1151.0,778.0
1151.5,778.0
1152.5,779.0
1152.0,778.0
1152.0,779.0
1152.5,778.0
1152.5,779.5
1153.0,780.0
1152.0,780.0
1151.5,781.0
1151.0,781.5
1147.0,784.5
1144.5,787.5
1137.5,793.0
1139.5,793.0
1123.5,482.5
1127.0,428.0
1150.5,732.5
1152.0,727.0
1155.5,726.0
1125.0,383.0
1166.5,452.5
1132.0,462.5
1158.0,788.0
1155.5,788.0
1163.5,782.5
1165.0,778.0
1166.0,776.0
1162.0,777.0
1157.5,777.0
1159.0,777.0
1163.0,777.0
1165.5,777.0
1169.5,777.0
1172.5,777.5
1172.5,776.0
1171.5,777.5
1170.5,777.0
1168.0,777.0
1164.0,778.5
1159.5,781.5
1154.0,783.5
1150.5,785.5
1143.5,798.5
1149.0,803.5
1147.0,806.0
1162.5,405.0
1163.0,337.0
1156.5,311.0
1153.5,452.5
1161.5,460.5
1144.0,271.0
1169.0,318.0
1165.0,342.0
1150.0,409.5
1116.5,479.5
1094.5,516.0
1152.5,816.5
1153.5,814.0
1155.0,810.0
1163.0,789.0
1164.0,780.0
1163.5,778.0
902.5,776.0
1161.5,775.0
1160.5,775.0
1160.5,775.0
897.0,776.0
1157.5,775.0
1156.0,776.0
1153.5,776.0
1151.0,777.5
1147.0,778.5
904.5,778.5
880.0,781.0
874.0,785.0
1080.0,793.5
1047.0,801.5
1027.5,804.5
980.5,802.0
953.5,800.5
892.0,796.5
826.0,789.0
790.5,784.5
691.0,778.0
659.5,773.5
554.5,778.5
513.5,783.0
420.5,796.0
